,EBITDA,avg10Volume,avg30Volume,beta,companyName,currentDebt,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debtToEquity,dividendYield,employees,enterpriseValue,enterpriseValueToRevenue,exDividendDate,float,forwardPERatio,grossProfit,marketcap,maxChangePercent,month1ChangePercent,month3ChangePercent,month6ChangePercent,nextDividendDate,nextEarningsDate,peHigh,peLow,peRatio,pegRatio,priceToBook,priceToSales,profitMargin,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,totalCash,totalRevenue,ttmDividendRate,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
0,626000000,47673482.9,54797529.1,2.270566705700011,"Advanced Micro Devices, Inc.",136000000.0,25.0,0.120553,30.74,0.035616,0.99,,10100,36885032000.0,5.7,,998925740.8,53.16,2447000000,36796032000,3.297806,0.106701,0.228602,0.685828,,2019-07-30,85.02439024390243,39.09756097560975,123.57,-2.72,29.06479620853081,5.68,0.05204633204633204,6475000000,641089.11,5.99,1081600000,1161000000,6475000000,,0.2753,0.796199,34.86,16.03,0.796199,1.731076,5.906801,0.806691
0,28182000000,8271920.7,7376639.83,0.5862017305630537,Johnson & Johnson,2796000000.0,137.06,-0.066814,137.25,0.016247,0.51,0.027920140748106788,135100,357888993800.0,4.39,2019-08-26,2651972165.2200003,15.17,54348000000,347095993800,1.432215,-0.070794,-0.065146,0.013489,2019-08-26,2019-10-15,17.12528735632184,13.908045977011495,,0.0,5.808943529923685,4.26,0.18761498270660093,81534000000,603508.51,30.71,2655060000,19687000000,81534000000,3.65,,-0.006233,148.99,121.0,-0.006233,0.15286,0.408086,0.023327
0,,3855176.4,3920892.37,0.8917934822222058,"UnitedHealth Group, Inc.",1973000000.0,252.8,0.030851,248.45,-0.009322,0.71,0.014944255554676997,300000,276933758420.0,,2019-06-14,943999460.475,17.06,,240379758420,9.539001,0.026792,0.065235,-0.051842,,2019-10-17,20.537803138373754,14.840941512125536,,0.0,4.649871526230269,,,,0.0,,950343000,,,3.78,,-0.01176,287.94,208.07,-0.01176,0.378698,2.086895,0.038811
0,21673000000,17303075.8,20987119.47,0.7110671809344994,Pfizer Inc.,8831000000.0,42.61,0.007717,42.81,0.006305,0.66,0.03249013692271988,92400,262134492900.0,4.89,2019-08-01,5548068080.06,14.81,37639000000,239227492900,0.306052,-0.007829,0.088406,0.090058,2019-08-01,2019-07-30,15.087662337662337,12.35064935064935,21.76,2.09,3.7728877395240277,4.46,0.20789606128954088,53647000000,580595.24,9.66,5551810000,18833000000,53647000000,1.4,1.98,0.121843,46.47,38.07,0.121843,0.245142,0.435217,-0.003699
0,15138547580,2802373.2,1977189.5,0.5432683268556284,Novartis AG,9619956902.4,87.77,0.040996,89.4,-0.009039,0.41,0.01976800085846121,125161,229348876494.46997,4.41,0000-00-00,,18.42,33569608991.444897,,1.254699,0.024742,0.14865,0.088033,0000-00-00,2019-10-22,19.97370298475271,15.548006570106018,18.88,1.08,2.7121365657775947,4.1,0.24298651252408443,52018711571.2534,415614.38,22.74,,15951928535.04,52018711571.2534,1.84218,4.9372,0.116182,96.31,74.97,0.116182,0.062516,-0.062734,0.108613
0,14292000000,8536135.3,11008486.4,0.6619130377079621,"Merck & Co., Inc.",5308000000.0,78.22,-0.016308,82.36,0.002709,0.94,0.025297801792950998,69000,225902935200.00003,5.32,2019-09-13,2572958760.08,17.14,29381000000,209652935200,0.429496,-0.028629,0.060563,0.116703,2019-09-13,2019-07-30,19.305986696230597,13.831485587583149,25.45,1.57,7.851875779933336,4.94,0.14653913207369362,42446000000,615159.42,16.49,2574640000,8864000000,42446000000,2.06,3.2,0.282564,87.07,62.38,0.282564,0.241681,0.423352,0.077259
0,7122000000,5592505.6,5377016.37,1.012441623557619,Abbott Laboratories,207000000.0,75.63,0.067259,82.27,-0.003633,0.64,0.014131054131054132,103000,170286795000.0,5.57,2019-07-12,1750639918.5,27.08,15823000000,154806795000,1.032125,0.048512,0.121119,0.270818,,2019-10-18,29.48837209302326,20.953488372093023,,0.0,5.071641822827939,5.06,0.0769507489044411,30578000000,296873.79,17.33,1764180000,4086000000,30578000000,1.24,,0.34462200000000004,88.76,63.07,0.344622,0.769696,1.043681,0.26259
0,9758000000,3782210.3,4055195.27,0.6722018298561495,Medtronic Plc,838000000.0,92.07,0.051795,96.83,0.01294,0.51,0.019502681618722574,90000,153011958000.0,5.01,2019-07-05,1339366869.08,,19729000000,137535958000,0.973511,0.052011,0.172804,0.186647,,2019-08-20,19.787356321839084,15.64367816091954,29.81,3.53,2.745721946058174,4.5,0.1515528356841313,30557000000,339522.22,22.78,1341160000,9848000000,30557000000,2,3.44,0.156666,103.29,81.66,0.156666,0.082233,0.519724,0.166401
0,6138000000,1555428.6,1437814.43,1.098350497283962,"Thermo Fisher Scientific, Inc.",1271000000.0,257.14,0.006836,284.7,-0.015494,0.69,0.0025068765015145715,70000,131750543009.99998,5.41,2019-09-16,398934649.704,23.46,10988000000,114878543010,14.319055,-0.02233,0.053904,0.207373,2019-09-16,2019-10-23,26.062286689419796,17.776450511945395,32.55,3.09,4.164378416950627,4.72,0.12061745627719846,24358000000,347971.43,60.9,399981000,2118000000,24358000000,0.72,8.825,0.24279499999999998,305.45,208.34,0.242795,0.637185,1.39574,0.308951
0,4607197280,3886059.0,2824348.13,0.4318184468429795,AstraZeneca Plc,1754000000.0,39.38,0.096799,39.98,0.078849,1.53,,64400,127582355200.0,5.79,2019-02-28,,25.01,15829191757.6373,,1.172189,0.061478,0.139602,0.225979,,2019-10-24,22.27109974424552,18.05626598465473,50.55,8.72,9.15538620468399,5.18,0.09755545495699422,22052651736.01211,342432.48,8.41,,5680000000,22052651736.01211,,0.8608,0.13811099999999998,43.54,35.3,0.138111,0.268607,-0.020684,0.151058
0,12272000000,2457672.7,2651575.57,0.8867438914910525,"Amgen, Inc.",4419000000.0,186.99,-0.004203,177.27,-0.003127,2.71,0.030854340139158207,21500,111571178240.0,4.69,2019-05-16,608656964.208,12.53,19667000000,106946178240,2.025632,-0.047169,-0.03218,-0.086533,,2019-07-30,14.495862068965517,11.46896551724138,13.89,5.36,8.5556942592,4.5,0.35316391787277013,23768000000,1105488.37,38.97,609936000,29304000000,23768000000,5.41,12.621,-0.088859,210.19,166.3,-0.088859,0.086058,0.570098,-0.086295
0,7795800000,3799666.7,3793173.9,0.5770326165246421,Eli Lilly & Co.,1131200000.0,116.49,-0.031054,113.25,0.009322,1.3,0.021543363812690498,38680,109796372370.0,4.47,2019-08-14,851816827.71,19.1,18125700000,105111872370,0.999829,-0.028707,-0.094732,-0.058767,2019-08-14,2019-07-30,23.807207207207206,17.086486486486486,43.02,-57.36,10.694382000671503,4.28,0.13161913527205496,24555700000,634842.3,25.29,970831000,8086400000,24555700000,2.3325,2.517,0.120807,132.13,95.02,0.120807,0.446015,0.972105,-0.057538
0,10080961630,1839875.8,1685227.77,0.5862511307585858,Sanofi,3009913950.0,43.07,-0.00259,42.49,0.004267,0.42,0.027281161473087817,104226,126157587759.36,3.1,2018-05-11,,13.16,24468009870.308098,,0.668332,-0.017169,-0.022837,0.010496,,2019-07-29,14.297363856941116,12.59559520847136,20.81,8.93,1.573554753031284,2.6,0.12532280997011264,40657715726.1537,390091.87,16.26,,7916313750,40657715726.1537,1.15563,2.0357,-0.023288000000000003,45.62,40.19,-0.023288,-0.107341,-0.182486,-0.011666
0,13140700650,2396691.9,2361714.47,0.3512240150599072,GlaxoSmithKline Plc,7377964800.0,39.95,0.044616,40.25,0.018964,5.98,,95490,131316085699.99998,3.2,2019-08-08,,14.71,27901487680.627,,0.130544,0.048799,0.036094,0.090271,2019-08-08,2019-10-23,12.917179113420426,11.147534759887122,18.02,5.68,18.578032813868656,2.51,0.1175497225917394,41096857911.8091,430378.66,16.7,,5040908800,41096857911.8091,,2.3259,0.028214000000000003,42.19,36.41,0.028214,-0.028058,-0.269071,0.106389
0,13903000000,10622569.6,14380074.9,0.9030531813878745,"AbbVie, Inc.",5308000000.0,81.24,-0.138899,74.56,-0.003529,-4.77,0.061540731995277445,30000,132423351200.0,4.04,2019-07-12,1476876846.3,7.67,25196000000,100174351200,1.264571,-0.032,-0.156164,-0.121597,,2019-10-28,11.87559241706161,7.70734597156398,,1.49,-11.860567274449444,3.06,0.17271700302262388,32753000000,1091766.67,22.15,1478370000,8061000000,32753000000,4.17,,-0.251767,100.23,65.05,-0.251767,0.1971,0.501421,-0.240614
0,7915581590,1867935.8,1536006.53,0.43706847723781334,Novo Nordisk A/S,78891535.6275707,47.9,-0.041601,49.52,0.009091,0.01,,43202,85915736626.61018,4.85,2019-03-22,1806249271.68,19.77,14708460859.646801,,13.513678,-0.039717,-0.012136,0.052586,,2019-08-09,21.84799371068922,17.046645859447466,19.76,-2.64,11.110874687237017,4.98,0.34541406229042054,17700961919.77574,409725.52,9.8,,2395545309.01738,17700961919.77574,,2.4716,-0.042915999999999996,52.83,41.22,-0.042916,0.176688,0.097449,0.043813
0,10536000000,5840693.9,6212116.07,0.8675236737289599,"Gilead Sciences, Inc.",2748000000.0,67.06,0.008439,66.53,0.030966,1.28,0.03496712492528392,11000,81462795200.0,3.67,2019-06-13,1264905926.52,9.71,17361000000,85092795200,11.699812,-0.002385,0.030807,-0.014578,,2019-07-30,11.454676258992805,8.679136690647482,14.65,0.77,3.978715818020293,3.83,0.24556585936796615,22214000000,2019454.55,17.47,1271560000,30952000000,22214000000,2.34,4.5682,-0.12875899999999998,79.61,60.32,-0.128759,0.007142,-0.140663,0.054855
0,3827000000,1084348.5,1019184.2,0.9347285547279975,Stryker Corp.,1373000000.0,182.31,0.097099,198.76,0.028587,0.84,0.009466076008393564,36000,86172367250.0,6.34,2019-06-27,352021209.555,26.15,8600000000,80012367250,4.497769,0.058803,0.145016,0.323765,,2019-10-24,28.795601552393272,18.72574385510996,22.58,1.8,6.821173678601875,5.88,0.2612307918535402,13601000000,377805.56,36.45,373105000,3699000000,13601000000,2.03,9.4974,0.26863499999999996,222.59,144.75,0.268635,0.416537,1.405188,0.388026
0,,1486326.5,1477089.23,0.8464092651642765,"Anthem, Inc.",1994000000.0,280.65,0.051381,285.94,-0.005965,0.67,0.01033402226815121,63900,95950983660.0,,2019-09-09,255308179.987,15.52,,76739983660,3.925756,0.062177,0.126516,0.110996,2019-09-09,2019-10-23,18.793735224586293,13.425531914893618,18.97,2.07,2.688762960653096,,,,0.0,,255817000,,,3.1,15.81,0.20242100000000002,317.99,227.16,0.202421,0.494189,1.5654,0.1763
0,7097000000,15516210.2,14586491.67,0.8860581674987457,Bristol-Myers Squibb Co.,1703000000.0,49.17,-0.046047,46.02,0.06079,0.52,0.03592682389243994,23300,72678070100.0,3.22,2019-07-03,1633895407.58,10.78,16075000000,74214884900,1.201373,0.005987,-0.020509,-0.061051,,2019-10-28,14.777262180974475,9.856148491879349,11.9,0.71,5.289351072624902,3.29,0.21807543991844333,22561000000,968283.26,13.79,1635730000,8884000000,22561000000,1.63,3.8122,-0.20291599999999999,63.69,42.48,-0.202916,-0.124499,-0.05259,-0.134656
0,13490000000,5991882.1,7547007.27,0.8214253797369582,CVS Health Corp.,1985000000.0,62.24,0.025291,54.55,0.001081,1.26,0.036010082823190494,295000,138993458600.0,0.71,2019-07-24,1295834480.4599998,8.12,31537000000,72151458600,3.804754,0.014615,0.028709,-0.148682,,2019-08-07,11.440111420612814,7.203342618384402,-126.23,-13.34,1.2391834881923571,0.37,-0.003068178314095119,194578000000,659586.44,149.78,1299090000,6587000000,194578000000,2,-0.44,-0.16694199999999998,82.14,51.72,-0.166942,-0.301666,-0.254282,-0.153095
0,4096000000,733455.7,973672.93,0.8864108755537365,"Becton, Dickinson & Co.",2601000000.0,240.22,0.086394,243.9,0.007445,1.02,0.011950155273399113,76032,88859123480.0,5.56,2019-09-06,268921185.608,21.76,7262000000,68617123480,5.822654,0.021032,0.074691,0.051894,2019-09-06,2019-08-06,23.887690925426774,18.743935309973043,73.52,-32.53,3.2684159035915017,4.29,0.019458174310204593,15983000000,210214.12,59.26,269732000,1253000000,15983000000,3.04,3.46,0.016747,265.87,208.62,0.016747,0.3061,1.067973,0.155898
0,7420000000,4036887.3,4415103.3,0.8108902127193605,Celgene Corp.,501000000.0,85.9,-0.038856,94.13,0.036772,3.29,,8852,79647917600.0,5.21,,704239488.78,8.64,14236000000,65419917600,27.797015,0.00444,-0.01945,0.06303,,2019-07-30,10.539936102236421,6.23961661341853,13.78,0.56,10.618392728453173,4.28,0.2646000915571251,15291000000,1727406.24,21.68,705260000,6042000000,15291000000,,6.7336,0.073238,98.97,58.59,0.073238,-0.184944,0.32833,0.391957
0,,1822391.1,2017993.57,0.8991869851849313,Cigna Corp.,2955000000.0,180.5,0.05612,160.55,-0.019401,1.04,0.00023909145248057382,73800,105961323400.0,,2019-03-08,373892110.056,10.12,,63483323400,9.278317,0.059598,0.041265,-0.142403,,2019-08-01,16.082327892122073,10.074520936834634,15.68,-3.07,1.5473170371453642,,,,0.0,,379458000,,,0.04,10.67,-0.056135000000000004,226.6,141.95,-0.056135,-0.018238,0.860138,-0.10616
0,1364700000,728978.6,657380.2,1.5452787198202098,"Intuitive Surgical, Inc.",,518.48,0.062613,509.96,-0.014697,0.0,,5527,57747840390.0,15.51,,114160862.572,43.53,2598300000,60810940390,110.834957,0.019063,0.033879,0.062207,,2019-10-17,50.58540772532189,36.93047210300429,50,2.82,9.105069831406839,16.33,0.3028569894205467,3724200000.0000005,673819.43,32.31,115253000,3063100000,3724200000.0000005,,10.5535,0.016217,589.32,430.24,0.016217,0.814294,3.321972,0.13218
0,2631000000,6015856.3,6340481.5,1.171028849102008,Boston Scientific Corp.,2253000000,38.08,0.041069,40.93,-0.009882,0.81,,32000,64773552000.0,6.59,,1386736710.8999999,26.97,6477000000,58518552000,0.791896,0.003577,0.145658,0.141927,,2019-10-23,29.499999999999996,21.324324324324323,41.66,-8.54,6.706228741691496,5.96,0.17011096406393159,9823000000,306968.75,7.06,1390650000,801000000,9823000000,,1.01,0.24607600000000002,43.66,31.56,0.246076,0.416067,1.92639,0.221126
0,2189000000,1601964.7,1813636.37,0.9705993326545392,"Zoetis, Inc.",9000000,97.16,0.038993,110.43,-0.007159,2.95,0.005038658674311528,10000,59849092160.0,10.27,2019-07-18,478254407.616,32.98,3797000000,55098092160,2.332151,0.020841,0.136777,0.376091,,2019-08-06,35.68501529051988,24.12844036697248,39.99,2.31,25.21651815102975,9.46,0.24515021459227468,5825000000,582500.0,12.17,478656000,1701000000,5825000000,0.58,2.8783,0.35105600000000003,116.69,78.9,0.351056,0.757014,2.371289,0.362571
0,7081300000,4919036.7,6431849.07,0.8200102880108531,Allergan Plc,868300000,149.36,0.388716,145.11,-0.010146,0.37,0.0180146602062368,16900,74663507520.0,4.73,2019-08-12,326911337.984,9.62,6974300000,52773107520,4.139478,-0.030299,0.100342,0.014431,2019-08-12,2019-08-07,11.761194029850746,6.822089552238806,-7.46,-5.57,0.8104712730422442,3.34,-0.3228143962907128,15787400000.000002,934165.68,48.16,327824000,1907300000,15787400000.000002,2.9,-21.583,-0.098757,197.0,114.27,-0.098757,-0.389295,-0.268515,0.184722
0,4096707239.9999995,1023127.3,1218963.7,0.574189327918519,"Takeda Pharmaceutical Co., Ltd.",8918019605.18589,18.89,-0.013458,17.46,-0.017483,1.15,,49578,73430300798.05312,3.88,,,,11207409643.0284,,-0.136,-0.04041,-0.083197,-0.18036,,2019-08-01,68.05948305799474,48.06022721635164,21.42,-0.47,1.1328979145335845,1.4,0.05203354529606768,18911855635.06111,381456.61,6.04,,6553453494.150069,18911855635.06111,,0.7871,-0.193687,21.95,15.5,-0.193687,-0.247849,-0.180723,0.002378
0,8871000000,1303726.6,1383781.4,0.9383144403741871,"HCA Healthcare, Inc.",788000000,132.14,0.145542,131.91,0.031941,-6.63,0.009995863780504618,262000,81927053420.0,1.76,2019-05-31,267915131.225,13.96,7040000000,49655053420,3.151515,0.08173,0.156594,0.101192,,2019-07-30,14.161383285302593,10.596541786743517,13.6,0.5,-10.031323923232323,1.06,0.08113203504938192,46677000000,178156.49,136.36,342307000,549000000,46677000000,1.45,10.6648,0.16842500000000002,147.42,110.31,0.168425,0.535655,1.498642,0.19136
0,5813200000,1421252.6,1631067.8,0.8142261471276,"Biogen, Inc.",,281.19,0.046295,231.99,0.024647,0.46,,7800,46335619870.0,3.84,,184217363.48499998,7.4,9855200000,43937119870,5.922874,-0.006506,0.038495,-0.278173,,2019-10-23,11.743446920052424,7.081258191349934,8.85,0.15,3.369514392312648,3.65,0.367610576883188,12052700000,1545217.95,65.35,184447000,3538000000,12052700000,,26.9271,-0.30020600000000003,358.41,216.12,-0.300206,-0.093503,-0.168768,-0.218189
0,1062000000,1533042.5,1380751.73,1.6276941135016003,"Illumina, Inc.",1107000000,315.04,-0.125291,331.02,0.008784,0.53,,7300,42717300000.0,12.82,,146419791,47.16,2327000000,44232300000,274.220339,-0.155961,-0.035701,0.045954,,2019-07-29,64.86541737649064,45.76149914821125,52.01,5.03,11.770170303352847,13.27,0.24782478247824782,3333000000,456575.34,22.67,147000000,3512000000,3333000000,,5.785,-0.00083,380.76,268.62,-0.00083,0.758787,1.293017,0.021662
0,1169700000,1449849.6,1516769.13,1.2778563455942136,Edwards Lifesciences Corp.,,170.9,0.157234,185.39,0.097108,0.19,,12800,44016950700.0,11.82,,206905917.19,39.86,2800700000,44379650700,25.713869,0.147873,0.22096,0.264405,,2019-10-24,44.47570850202429,27.232793522267205,61.34,5.43,14.131846484524264,11.92,0.19399376813151395,3722799999.9999995,290843.75,17.85,208502000,956500000,3722799999.9999995,,3.47,0.500317,219.71,134.53,0.500317,0.663848,3.369389,0.426226
0,737638000,1093346.5,1052958.4,1.2574255459516832,"Vertex Pharmaceuticals, Inc.",9817000,177.04,-0.019915,174.48,-0.041648,0.13,,2500,40151791430.0,13.17,,255704547.254,38.62,2639310000,42728666430,14.887273,-0.065797,-0.032982,-0.113031,,2019-07-31,43.80536912751677,33.95973154362416,19.72,0.39,9.633982126635466,14.01,0.6876021082054244,3048849000,1219539.6,11.9,256120999.99999997,3168242000,3048849000,,8.46,-0.030621999999999996,195.81,151.8,-0.030622,0.51886,1.681602,0.01676
0,2552000000,2641534.4,2350085.37,0.8116780246662145,"Baxter International, Inc.",4000000,73.4,0.092647,79.59,0.02975,0.45,0.009277745155607751,50000,45085805200.0,4.05,2019-08-29,508965023.856,25.19,4845000000,43440805200,3.165948,0.042611,0.127665,0.213482,2019-08-29,2019-10-24,26.82662538699691,18.900928792569662,28.12,1.8,5.5736214010777525,3.9,0.1459512896557922,11127000000,222540.0,21.81,510168000,1832000000,11127000000,0.79,3.0281,0.187422,86.65,61.05,0.187422,0.388151,0.03452,0.303982
0,,910402.7,1131519.93,0.9109687699527215,"Humana, Inc.",1694000000,283.72,0.099432,262.23,-0.018853,0.6,0.007404196915519919,43600,43456140450.0,,2019-06-27,134694036.625,15.84,,37387140450,25.729122,0.046372,0.077986,-0.082087,,2019-07-31,22.710912571793234,14.400127632418632,21.53,0.65,3.679474505462061,,,,0.0,,135035000,,,2.05,12.86,-0.121327,355.88,225.65,-0.121327,0.088986,1.097018,-0.016762
0,2682600000,763792.8,886404.03,1.2029834194170663,"Regeneron Pharmaceuticals, Inc.",,362.8,0.012908,306.95,0.042695,0.08,,7400,31796586289.72,4.74,,81566467.593,14.33,6128500000,33897986290,48.960813,-0.004796,-0.101613,-0.253098,,2019-08-06,19.548872180451127,12.722689075630253,13.78,-2.93,3.8033450789626944,5.05,0.3642486737795792,6710800000,906864.86,62.29,107727000,2809900000,6710800000,,22.43,-0.158923,442.0,287.66,-0.158923,-0.186948,0.20083,-0.169853
0,1951000000,1031419.7,1393640.23,1.129302122674892,"IQVIA Holdings, Inc.",100000000,134.22,0.131493,148.51,0.023101,1.64,,58000,41388692600.0,3.97,,174925811.515,25.14,2526000000,31319692600,19.317716,0.02075,0.149472,0.28222,,2019-10-23,27.446488294314378,17.54180602006689,128.3,6.9,4.664833571641346,3.01,0.024872755209833862,10413000000,179534.48,53.16,195895000,938000000,10413000000,,1.2461,0.327356,164.13,104.9,0.327356,0.659134,1.930729,0.398653
0,1390000000,742329.0,887322.77,0.1947535404166699,"Alcon, Inc.",47000000,59.2,0.025216,59.78,-0.007358,0.01,,20381,28918232000.0,4.04,,,30.76,3192000000,29009232000,0.026017,-0.014608,0.033786,0.022743,,2019-08-20,,,,,1.2813830999602456,4.06,-0.031734936390325735,7153000000,350964.13,14.64,488700000,227000000,7153000000,,,0.022743000000000003,63.73,53.78,0.022743,0.026017,0.026017,0.022743
0,2019000000,1982173.5,1699426.13,1.431659862811526,"Alexion Pharmaceuticals, Inc.",343800000,123.53,-0.027983,123.53,-0.062868,0.35,,2656,27345841010.0,6.62,,223530326.711,11.61,3444400000,25703141010,41.934169,-0.091032,-0.152709,-0.03842,,2019-10-28,15.43634385201306,10.071817192600653,19.23,0.7,2.8043971293901997,6.22,0.018775707718364384,4133000000,1556099.4,18.43,224227000,1563800000,4133000000,,5.9607,-0.130471,141.86,92.56,-0.130471,0.100257,-0.108798,0.169097
